date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:07:05	20120/20120	---MCZ	200	added ('OK')	text/html	etag:W/%2259198003-4e98%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/location.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/location.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:05	20337/20337	---MCZ	200	added ('OK')	text/html	etag:W/%2259198004-4f71%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/pricing.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/pricing.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:06	22437/22437	---MCZ	200	added ('OK')	text/html	etag:W/%2259197fff-57a5%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/faq.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/faq.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:07	19724/19724	---MCZ	200	added ('OK')	text/html	etag:W/%225919800c-4d0c%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/testimonial.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/testimonial.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:07	12066/12066	---MCZ	200	added ('OK')	text/html	etag:W/%2259197ffe-2f22%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/error-page.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/error-page.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:07	15540/15540	---MCZ	200	added ('OK')	text/html	etag:W/%2259198000-3cb4%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/gallery-filter-3.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/gallery-filter-3.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:08	14969/14969	---MCZ	200	added ('OK')	text/html	etag:W/%2259198000-3a79%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/gallery-masonry.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/gallery-masonry.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:08	15185/15185	---MCZ	200	added ('OK')	text/html	etag:W/%2259198001-3b51%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/gallery-zoom.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/gallery-zoom.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:09	20251/20251	---MCZ	200	added ('OK')	text/html	etag:W/%2259198006-4f1b%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/shortcodes-accordion.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/shortcodes-accordion.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:09	28133/28133	---MCZ	200	added ('OK')	text/html	etag:W/%2259198008-6de5%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/shortcodes-tabs.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/shortcodes-tabs.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:09	15513/15513	---MCZ	200	added ('OK')	text/html	etag:W/%2259198006-3c99%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/shortcodes-alerts.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/shortcodes-alerts.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:10	17418/17418	---MCZ	200	added ('OK')	text/html	etag:W/%2259198007-440a%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/shortcodes-columns.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/shortcodes-columns.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:10	20403/20403	---MCZ	200	added ('OK')	text/html	etag:W/%2259197ffd-4fb3%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/contact-us.html	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/contact-us.html	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:12	221438/221438	---M--	200	added ('OK')	image/jpeg	etag:%225919805f-360fe%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/slider-1.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/slider-1.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:13	35710/35710	---M--	200	added ('OK')	image/jpeg	etag:%2259198069-8b7e%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/team-1.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/team-1.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:14	325598/325598	---M--	200	added ('OK')	image/jpeg	etag:%225919806b-4f7de%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/slider-3.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/slider-3.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:15	32048/32048	---M--	200	added ('OK')	image/jpeg	etag:%225919806b-7d30%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/team-2.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/team-2.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:15	32947/32947	---M--	200	added ('OK')	image/jpeg	etag:%225919806d-80b3%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/team-3.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/team-3.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:15	28792/28792	---M--	200	added ('OK')	image/jpeg	etag:%225919806d-7078%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/team-4.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/team-4.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:15	4745/4745	---M--	200	added ('OK')	image/png	etag:%225919803f-1289%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/client-logo-1.png	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/client-logo-1.png	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:16	7008/7008	---M--	200	added ('OK')	image/png	etag:%2259198041-1b60%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/client-logo-2.png	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/client-logo-2.png	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:16	6368/6368	---M--	200	added ('OK')	image/png	etag:%2259198041-18e0%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/client-logo-3.png	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/client-logo-3.png	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:16	4592/4592	---M--	200	added ('OK')	image/png	etag:%2259198042-11f0%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/client-logo-4.png	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/client-logo-4.png	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:16	349333/349333	---M--	200	added ('OK')	image/jpeg	etag:%2259198068-55495%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/slider-2.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/slider-2.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:17	97163/97163	---MCZ	200	added ('OK')	application/javascript	etag:W/%22591980a3-17b8b%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/jquery.min.js	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/jquery.min.js	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:17	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%225919809d-90b5%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/bootstrap.min.js	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/bootstrap.min.js	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:18	3473/3473	---MCZ	200	added ('OK')	application/javascript	etag:W/%22591980a4-d91%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/menumaker.js	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/menumaker.js	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:18	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%22591980a6-a70e%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/owl.carousel.min.js	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/owl.carousel.min.js	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:18	412/412	---MCZ	200	added ('OK')	application/javascript	etag:W/%22591980a6-19c%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/slider.js	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/slider.js	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:19	9276/9276	---MCZ	200	added ('OK')	application/javascript	etag:W/%22591980a2-243c%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/jquery.sticky.js	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/jquery.sticky.js	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:19	175/175	---MCZ	200	added ('OK')	application/javascript	etag:W/%22591980a7-af%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/sticky-header.js	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/sticky-header.js	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:19	880/880	---MCZ	200	added ('OK')	application/javascript	etag:W/%225919809a-370%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/back-to-top.js	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/js/back-to-top.js	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/index.html)
20:07:20	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-54f8d5bff6300%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/glyphicons-halflings-regular.eot	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/glyphicons-halflings-regular.eot	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/bootstrap.min.css)
20:07:20	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-54f8d5bff6300%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/glyphicons-halflings-regular.eot?	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/glyphicons-halflings-regulard41d.eot	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/bootstrap.min.css)
20:07:21	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%2259198031-466c%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/glyphicons-halflings-regular.woff2	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/glyphicons-halflings-regular.woff2	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/bootstrap.min.css)
20:07:21	23424/23424	---M--	200	added ('OK')	font/woff	etag:%225919802f-5b80%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/glyphicons-halflings-regular.woff	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/glyphicons-halflings-regular.woff	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/bootstrap.min.css)
20:07:22	45404/45404	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225919802f-b15c%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/glyphicons-halflings-regular.ttf	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/glyphicons-halflings-regular.ttf	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/bootstrap.min.css)
20:07:22	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225919802e-1a8c2%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/glyphicons-halflings-regular.svg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/glyphicons-halflings-regular.svg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/bootstrap.min.css)
20:07:22	555/555	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225919803e-22b%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/cd-top-arrow.svg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/cd-top-arrow.svg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/style.css)
20:07:23	21351/21351	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Aug%202021%2014:37:23%20GMT	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/owl.video.play.png	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/owl.video.play.png	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/owl.carousel.min.css)
20:07:25	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-54f8d5afbfcc0%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/fontawesome-webfont.eot?	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/fontawesome-webfontd41d.eot	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/font-awesome.min.css)
20:07:25	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-54f8d5afbfcc0%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/fontawesome-webfont3e6e.eot	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/font-awesome.min.css)
20:07:25	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2259198025-12d68%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/fontawesome-webfont3e6e.woff2	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/font-awesome.min.css)
20:07:26	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2259198023-17ee8%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/fontawesome-webfont3e6e.woff	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/font-awesome.min.css)
20:07:26	165548/165548	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225919801e-286ac%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/fontawesome-webfont3e6e.ttf	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/font-awesome.min.css)
20:07:27	173047/173047	---M--	200	added ('OK')	image/jpeg	etag:%2259198079-2a3f7%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/video-img.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/video-img.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/about-us.html)
20:07:27	38621/38621	---M--	200	added ('OK')	image/jpeg	etag:%225919806e-96dd%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/team-5.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/team-5.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/team-listing.html)
20:07:28	30317/30317	---M--	200	added ('OK')	image/jpeg	etag:%225919806f-766d%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/team-6.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/team-6.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/team-listing.html)
20:07:28	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225919802a-6c7db%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/fonts/fontawesome-webfont3e6e.svg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/css/font-awesome.min.css)
20:07:28	12151/12151	---M--	200	added ('OK')	image/jpeg	etag:%2259198036-2f77%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/award-1.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/award-1.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/awards.html)
20:07:28	15025/15025	---M--	200	added ('OK')	image/jpeg	etag:%2259198036-3ab1%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/award-2.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/award-2.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/awards.html)
20:07:29	13254/13254	---M--	200	added ('OK')	image/jpeg	etag:%2259198037-33c6%22	https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/award-3.jpg	C:/Users/Sparrow/Desktop/sagarika/copy/S_copy/jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/images/award-3.jpg	(from https://jituchauhan.com/site-templates/medical-website-template/06_pathology_lab/awards.html)
